title,date,content
Un Real Madrid inexpugnable,27/04,"La temporada 2023-2024 del Real Madrid está siendo espectacular. Líder sin discusión de una Liga donde ya prepara el alirón, el conjunto comandado por Carlo Ancelotti también se encuentra en una posición idónea para conquistar una nueva Champions. "
Bundesliga | El Bayer Leverkusen es inmortal,27/04, 
"Ansu Fati, una patata caliente para el FC Barcelona",27/04,"En calidad de cedido en el Brighton, Ansu Fati no está disfrutando de demasiadas oportunidades en el equipo de Roberto De Zerbi. Por tanto, regresará en verano a un Barça que, en teoría, tratará de encontrar una nueva vía de escape para un ariete que ha sufrido un calvario a causa de las lesiones. "
Ya hay onces de Atlético de Madrid y Athletic de Bilbao,27/04, 
Serie A | Combate nulo entre Juventus de Turín y AC Milan,27/04, 
Los detalles del acuerdo de Mehdi Taremi con el Inter,27/04, 
El Bayer Leverkusen comparte intereses defensivos con la Juventus,27/04,"Vienen de firmar temporadas completamente diferentes, pero ahora mismo compiten por el mismo jugador defensivo. Bayer Leverkusen y Juventus de Turín están peleando por el mismo jugador, una interesante oportunidad defensiva por la que batallan estos dos equipos. "
La Atalanta da luz verde a una inversión de 22 M€,27/04, 
El Real Madrid estrecha el cerco sobre una perla argentina,27/04,"La adquisición de talento joven forma parte de la hoja de ruta del Real Madrid desde hace tiempo. En esta ocasión, desde Argentina señalan que el 14 veces ganador de la Champions está intensificando su vigilancia sobre un futbolista muy prometedor. "
Premier | El Burnley agrava la pesadilla del Manchester United,27/04, 
Dos salidas toman forma en el FC Barcelona,27/04,"Confirmada la continuidad de Xavi Hernández durante un curso más, el FC Barcelona está perfilando sus planes para la temporada que viene. En lo que se refiere a su operación salida, parece que hay dos piezas que tienen las horas contadas en el combinado catalán. "
Bundesliga | Harry Kane ilumina al Bayern Múnich ante el Eintracht,27/04, 
El Inter de Milán encarrila un fichaje de 15 M€,27/04, 
El Arsenal cuenta con un inesperado objetivo para la medular,27/04,En el Arsenal tratan de cerrar nuevos movimientos para hacer retoques necesarios en su plantilla pensando en la nueva temporada. Y en este caso conocemos que compiten ya con el AC Milan por un centrocampista sumamante cotizado. 
La renovación que trata de cerrar el Arsenal,27/04, 
La Juventus valora un fichaje de 15 M€ para el ataque,27/04,En la Juventus de Turín siguen trabajando poco a poco con vistas a la nueva campaña y pretenden adelantar trabajo para fortalecer la escuadra que dirige Massimiliano Allegri. Ahora desde Francia colocan a un nuevo jugador de ataque en el radar de la vecchia signora. 
Premier | El Liverpool no puede con el West Ham y dice adiós a sus opciones,27/04, 
Real Madrid | Nueva pista de futuro por el deseado Florian Wirtz,27/04,Hace ya unas cuantas semanas que se colaba por primera vez en el radar del Real Madrid. Y es que Florian Wirtz es uno de los grandes protagonistas de la actual temporada y una de las estrellas más cotizadas del viejo continente. Ahora desvelan una informaciñón relevante sobre él. 
Aconsejan a Joshua Kimmich una salida del Bayern Múnich,27/04, 
El FC Barcelona enfría tres objetivos del mercado estival,27/04,"Siguen muy activos actualmente en el mercado del FC Barcelona, que tras la confirmación en la continuidad de Xavi Hernández se ha acelerado claramente. Si bien las últimas informaciones no son alentadoras en cuanto a tres objetivos que parecían claros. "
Dos vías en Italia para Joël Matip,27/04, 
Rayo Vallecano | Radamel Falcao decide su futuro,27/04, 
Robin Le Normand no es el único: el otro deseo del Atlético de Madrid en la Real Sociedad,27/04,Hace ya algunas semanas que conocemos el deseo del Atlético de Madrid por fichar a un Robin Le Normand que seduce a Diego Simeone para el eje de la defensa. Pero no sería el único objetivo de los colchoneros en San Sebastián actualmente… 
"Sevilla, Girona y Real Betis mantienen un objetivo",27/04, 
Arsenal y FC Barcelona comparten objetivo de más de 70 M€ en ataque,27/04,"Interesados en reforzar la parcela ofensiva de cara a la próxima temporada, el FC Barcelona se ha marcado un ambicioso objetivo en el mercado. Un futbolista que se encuentra también en la órbita de un Arsenal que pelea para levantar el título de la Premier League. "
La decisión del FC Barcelona con dos joyas,27/04, 
Real Madrid | Eder Militao aumenta las dudas de Carlo Ancelotti,27/04,"En el Real Madrid, una vez que La Liga está ya encarrilada, se concentran los esfuerzos en el otro gran objetivo de la temporada como es la Liga de Campeones. Las decisiones a tomar están claras en el conjunto merengue pero siempre hay margen para algunas incertidumbres y dudas… "
Youssef En-Nesyri sigue enigmático con su futuro,27/04, 
La Juventus sueña con Martín Zubimendi… pero tiene otras dos alternativas,27/04,"Señalado como objetivo de grandes clubes como el FC Barcelona, Martín Zubimendi se pasea ahora por la agenda de la Juventus de Turín. Mientras barajan en el equipo de Massimiliano Allegri otras opciones para poder apuntalar la medular. "
La decisión Loris Karius en el Newcastle,27/04, 
¡El FC Barcelona encarrila el fichaje de Guido Rodríguez!,27/04,"Agente libre a final de temporada con el Real Betis, Guido Rodríguez gana muchos enteros para ser el primer fichaje del FC Barcelona para la próxima temporada. Club y entorno del jugador se reunieron hace unos días y su llegada gana enteros para verano. "
Lucas Ocampos se sincera sobre su futuro,27/04, 
"El Real Madrid acaricia La Liga, Liverpool y AC Milan eligen nuevo líder",27/04,En este último sábado del mes de abril repasamos ya las portadas más destacadas de la prensa deportiva nacional y extranjera. El Real Madrid está mucho más cerca de La Liga tras su victoria en San Sebastián y tanto AC Milan como Liverpool diseñan sus nuevos proyectos. 
El cotizado Tosin Adarabioyo decide su futuro,27/04, 
Vitor Roque toma una decisión final en el FC Barcelona,27/04,"Pese a que no está teniendo una aclimatación en el FC Barcelona, Vitor Roque tiene claro su sueño. El delantero brasileño quiere triunfar en el Barça, equipo por el que apostó el pasado verano. Una decisión que afectará a los planes de mercado del conjunto culé. "
El sacrificio de Alexander Isak en el Newcastle,27/04, 
Jorge Mendes condiciona un fichaje del Real Madrid,27/04,"A pesar de que actualmente tiene mucha más influencia en el FC Barcelona por sus jugadores o su estrecha relación con Joan Laporta, Jorge Mendes también es una de las claves para que el Real Madrid cierre a uno de sus fichajes más esperados de este próximo mercado estival. "
Antonio Conte elige su próximo destino,27/04, 
El Manchester United diseña la operación salida para el mercado estival,27/04,"Con los puestos de Liga de Campeones a 13 puntos, el Manchester United tendrá que conformarse con disputar la Europa League. Un panorama que obliga al conjunto mancuniano a tomar varias decisiones de cara al próximo mercado de fichajes estival. "
Vinicius Junior alcanza a Gareth Bale,27/04, 
El FC Barcelona reduce a dos la lista de deseos para la medular,27/04,"En el FC Barcelona han detectado las carencias de la presente temporada y esperan la llegada del mercado estival para solventarlas, aunque tenemos ya pistas claras sobre las principales opciones que se están barajando ya. Dos jugadores destacan para el centro del campo. "
"Real Sociedad | Imanol, tajante con el futuro de Take Kubo",27/04, 
Arda Güler se gana su plaza en el Real Madrid del futuro,27/04,"El anuncio de Carlo Ancelotti anoche en Anoeta sobre el futuro de Arda Güler viene precedido de un gran partido del turco en la victoria del Real Madrid. Anotó el gol decisivo, fue elegido MVP y dejó algunos detalles de calidad que dejan atrás ya una campaña llena de sinsabores hasta la fecha. Ya empieza a convencer a todos. "
El Inter de Milán define su estrategia por Albert Gudmundsson,27/04,"Con el Scudetto ya bajo el brazo, en el Inter de Milán buscan soluciones para terminar de apuntalar su potencial ofensivo. Los nerazzurri piensan en la nueva campaña, y ahora concretamente trabajan en la llegada de un delantero que pueda consolidar definitivamente su ataque. "
Juventus | Se define el futuro de Daniele Rugani,26/04, 
La confusa estrategia del Valencia en el mercado estival,26/04, 
"Real Madrid | Carlo Ancelotti: ""Arda Güler se queda la próxima temporada""",26/04,"En sala de prensa ha confirmado el entrenador del Real Madrid que Arda Güler, goleador esta noche para el cuadro blanco en Anoeta, seguirá la temporada que viene en el conjunto merengue. Una decisión firme tras haber convencido el futbolista al entrenador merengue. "
Getafe | José Bordalás aclara su futuro y el de dos piezas,26/04, 
Liga | Arda Güler mantiene el estado de gracia del Real Madrid,26/04,"Antes de la visita a Múnich, el Real Madrid ha abierto la jornada de Liga con un encuentro donde los de Carlo Ancelotti han hecho valer su enorme efectividad. Un gol soltiario de Arda Güler deja a los merengues con más ventaja en Liga y con mayor moral para visitar al Bayern Múnich. Revés para la Real Sociedad en su pelea por entrar en Europa. "
El Ajax busca una alternativa a Xavi Hernández,26/04, 
Se complica un fichaje defensivo del Atlético de Madrid,26/04,"Una de las prioridades que tiene claras el Atlético de Madrid a la hora de afrontar el mercado estival de fichajes es la de apuntalar la defensa. Línea donde esta temporada los de Diego Simeone han perdido contundencia, y que además sufrirán la importante baja de Mario Hermoso en el eje. "
El Liverpool cierra el acuerdo por Arne Slot,26/04, 
El principal obstáculo del Real Madrid por Jeremie Frimpong,26/04,Ha sido uno de los objetivos recurrentes en el radar del Real Madrid por el gran rendimiento que esta temporada ha ofrecido en las filas del Bayer Leverkusen. Jeremie Frimpong es jugador clave en el equipo alemán y está obviamente en el radar de otros clubes. 
Chelsea | La dura crítica que ha recibido Enzo Fernández,26/04, 
Siguen acercando a Ralf Rangnick al Bayern Múnich,26/04, 
Los dos nuevos objetivos de la Juventus para la medular,26/04,"Obligados a buscar refuerzos en la medular de cara a la próxima temporada, la Juventus sigue peinando el mercado de fichajes. Si bien Teun Koopmeiners es la prioridad para el centro del campo, la escuadra italiana ya maneja dos alternativas para el futbolista de la Atalanta. "
Roberto De Zerbi no sabe nada de Ansu Fati,26/04, 
FC Barcelona | Movimientos estratégicos por Lamine Yamal y Pau Cubarsí,26/04,"Han sido las dos grandes apariciones de la temporada en el FC Barcelona. Pau Cubarsí y Lamine Yamal son las dos joyas del cuadro culé, para los que la escuadra catalana tiene planes claros que van a desarrollar con diferentes movimientos estratégicos que ya trascienden. "
¡Ya hay onces del Real Sociedad - Real Madrid!,26/04, 
La promesa de Luis Enrique al PSG para la 2024-2025,26/04, 
El PSG ya sigue a una joya brasileña de 55 M€,26/04,"Tras haber incorporado en el mercado invernal a Lucas Beraldo, que ha dejado grandes sensaciones en sus primeros partidos, los campeones de Francia intensifican su ofensiva en Brasil. Y tienen ahora otro objetivo de mayor complejidad y nivel, por el que batallan con el AS Mónaco. "
Real Madrid | Nuevo indicio para el adiós de Raúl,26/04, 
El FC Barcelona pregunta por Leroy Sané: una razón para el optimismo,26/04,Siguen en el FC Barcelona buscando extremo zurdo para la siguiente temporada y tras Khvicha Kvaratskhelia o Bernardo Silva aparece ahora el nombre de Leroy Sané. Jugador importante del Bayern Múnich por quien sí habría una pequeña rendija para poder ficharlo. 
El Villarreal cierra su primer fichaje estival,26/04, 
Ya hay un potencial destino en la Premier League para Arda Güler,26/04,"De cara a la siguiente temporada, Arda Güler no ha terminado de definir por ahora su futuro, ya que no termina de contar con minutos para Carlo Ancelotti en esta campaña. Desde Inglaterra ofrecen ya una vía de escape para el turco, que necesita continuidad. "
El Liverpool blinda a una de sus joyas,26/04, 
El precio XXL que pide el Inter de Milán por Marcus Thuram,26/04,"Llegado a coste cero desde el Borussia Mönchengladbach, Marcus Thuram se ha convertido en uno de los mejores delanteros de la Serie A. En su primer curso con el Inter de Milán, el francés ha sido clave para conseguir el título de liga. Pese a ser importante, los interistas no descartan su venta. "
